Item Identifier,Item Fat Content,Item Type,Outlet Establishment Year,Outlet Location Type,Outlet Size,Outlet Type,Total Amount,Rating
NCQ41,Low Fat,Health and Hygiene,2011,Tier 3,Medium,Grocery Store,17470.54085,5
NCN06,Low Fat,Household,2011,Tier 3,Medium,Grocery Store,14700.5337,5
NCF30,Low Fat,Household,2011,Tier 3,Medium,Grocery Store,11293.54205,5
FDQ39,Low Fat,Meat,2011,Tier 3,High,Grocery Store,17227.33515,5
FDL45,Low Fat,Snack Foods,2011,Tier 3,High,Grocery Store,11350.7786,5
FDR10,Low Fat,Snack Foods,2011,Tier 3,High,Grocery Store,14751.8318,5
FDZ09,Low Fat,Snack Foods,2011,Tier 3,High,Grocery Store,14772.7337,5
DRJ13,Low Fat,Soft Drinks,2011,Tier 3,High,Grocery Store,14436.19145,5
DRD24,Low Fat,Soft Drinks,2011,Tier 3,High,Grocery Store,12862.01485,5
DRH25,Low Fat,Soft Drinks,2011,Tier 3,High,Grocery Store,4777.1491,5
FDC60,Regular,Baking Goods,2011,Tier 3,High,Grocery Store,7856.38885,5
FDJ36,Regular,Baking Goods,2011,Tier 3,High,Grocery Store,9271.6713,5
FDU47,Regular,Breads,2011,Tier 3,High,Grocery Store,12525.23795,5
FDA03,Regular,Dairy,2011,Tier 3,High,Grocery Store,13159.37055,5
FDY40,Regular,Frozen Foods,2011,Tier 3,High,Grocery Store,4374.3453,5
FDZ16,Regular,Frozen Foods,2011,Tier 3,High,Grocery Store,17521.83895,5
FDW07,Regular,Fruits and Vegetables,2011,Tier 3,High,Grocery Store,7964.68885,5
FDW23,Low Fat,Baking Goods,2000,Tier 3,High,Supermarket Type1,3313.6551,5
FDW59,Low Fat,Breads,2000,Tier 3,High,Supermarket Type1,7793.68315,5
DRF27,Low Fat,Dairy,2000,Tier 3,High,Supermarket Type1,13847.4185,5
FDB15,Low Fat,Dairy,2000,Tier 3,High,Supermarket Type1,23876.2512,5
FDG16,Low Fat,Frozen Foods,2000,Tier 3,High,Supermarket Type1,19288.1578,5
FDJ04,Low Fat,Frozen Foods,2000,Tier 3,High,Supermarket Type1,10677.6941,5
FDJ32,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,5528.1374,5
FDM56,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,9917.6808,5
FDB45,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,9469.98665,5
DRJ23,Low Fat,Hard Drinks,2000,Tier 3,High,Supermarket Type1,16983.8948,5
NCN06,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,14754.6837,5
NCF43,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,12837.79175,5
NCG07,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,17034.95825,5
NCB55,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,5347.87205,5
NCN30,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,8794.05025,5
FDF22,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,19360.59245,5
FDQ10,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,15400.45855,5
DRK13,Low Fat,Soft Drinks,2000,Tier 3,High,Supermarket Type1,17888.3081,5
DRL37,Low Fat,Soft Drinks,2000,Tier 3,High,Supermarket Type1,4014.04925,5
FDL38,Regular,Canned,2000,Tier 3,High,Supermarket Type1,8115.0273,5
FDV13,Regular,Canned,2000,Tier 3,High,Supermarket Type1,7778.2504,5
FDX04,Regular,Frozen Foods,2000,Tier 3,High,Supermarket Type1,4154.8934,5
FDF53,Regular,Frozen Foods,2000,Tier 3,High,Supermarket Type1,16274.94495,5
FDD21,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,10380.3384,5
FDO20,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,22773.52255,5
FDC21,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,9911.74235,5
FDV19,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,14400.09145,5
FDW43,Regular,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,20387.7999,5
FDO46,Regular,Snack Foods,2000,Tier 3,High,Supermarket Type1,16893.6448,5
FDT10,reg,Snack Foods,2000,Tier 3,High,Supermarket Type1,5501.29705,5
FDB23,reg,Starchy Foods,2000,Tier 3,High,Supermarket Type1,20478.28455,5
FDN60,Low Fat,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,14201.7761,5
FDU23,Low Fat,Breads,2022,Tier 3,Medium,Supermarket Type2,14766.5606,5
FDM13,Low Fat,Breakfast,2022,Tier 3,Medium,Supermarket Type2,11990.84965,5
FDB50,Low Fat,Canned,2022,Tier 3,Medium,Supermarket Type2,7039.37365,5
FDC04,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,21929.43235,5
DRF03,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,3638.32045,5
FDG53,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,12690.7745,5
FDP16,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,22028.23805,5
FDE08,Low Fat,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,13300.44935,5
FDQ44,Low Fat,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,10945.1229,5
DRJ47,Low Fat,Hard Drinks,2022,Tier 3,Medium,Supermarket Type2,15722.272,5
NCO05,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,9064.5656,5
NCB54,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,11491.8574,5
NCJ29,Low Fat,Health and Hygiene,2022,Tier 3,Medium,Supermarket Type2,7853.7716,5
NCE06,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,14511.24335,5
NCP14,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,9325.58665,5
NCH06,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,22304.9265,5
NCH55,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,11588.2805,5
NCN42,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,13360.77245,5
FDM03,Low Fat,Meat,2022,Tier 3,Medium,Supermarket Type2,9773.51545,5
FDK55,Low Fat,Meat,2022,Tier 3,Medium,Supermarket Type2,8024.7773,5
FDU39,Low Fat,Meat,2022,Tier 3,Medium,Supermarket Type2,5284.69705,5
NCO07,Low Fat,Others,2022,Tier 3,Medium,Supermarket Type2,19120.004,5
FDF22,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,19134.96745,5
FDI46,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,22866.8591,5
FDD22,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,10230.2346,5
FDZ45,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,18086.8581,5
FDT45,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,5044.5779,5
FDL34,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,12630.4514,5
FDA45,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,16004.66425,5
DRI01,Low Fat,Soft Drinks,2022,Tier 3,Medium,Supermarket Type2,15526.80855,5
DRJ13,Low Fat,Soft Drinks,2022,Tier 3,Medium,Supermarket Type2,14409.11645,5
FDU47,Regular,Breads,2022,Tier 3,Medium,Supermarket Type2,12841.11295,5
FDB02,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,15806.11425,5
FDM50,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,5353.8105,5
FDC14,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,3704.34735,5
FDH50,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,16473.02565,5
FDD52,Regular,Dairy,2022,Tier 3,Medium,Supermarket Type2,9941.66925,5
FDH04,Regular,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,8217.1542,5
FDH56,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,10536.6153,5
FDX31,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,21163.24595,5
FDO51,Regular,Meat,2022,Tier 3,Medium,Supermarket Type2,3972.0108,5
FDV22,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,14057.61075,5
FDJ21,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,13231.57055,5
FDI14,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,12567.2764,5
FDU25,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,5074.27015,5
FDC53,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,8730.6406,5
FDD28,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,5378.0336,5
FDO40,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,13441.7628,5
FDT40,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,11332.49395,5
FDD33,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,20934.76905,5
FDW20,Low Fat,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,11278.81325,5
DRN47,Low Fat,Hard Drinks,1998,Tier 3,Medium,Supermarket Type3,16314.1315,5
NCY53,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,9968.5096,5
NCE19,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,4827.9779,5
NCE55,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,16085.88925,5
NCG43,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,8487.66955,5
NCH06,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,22169.5515,5
NCM30,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,3544.9839,5
NCN42,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,13144.17245,5
NCU42,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,15030.90285,5
NCJ19,Low Fat,Others,1998,Tier 3,Medium,Supermarket Type3,4987.1067,5
FDD46,Low Fat,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,13970.68195,5
FDL33,Low Fat,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,17548.6793,5
FDP09,Low Fat,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,19105.04055,5
DRL37,Low Fat,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,4005.02425,5
FDE36,Regular,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,14944.2087,5
FDG12,Regular,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,11047.48445,5
FDU24,Regular,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,8511.658,5
FDK25,Regular,Breakfast,1998,Tier 3,Medium,Supermarket Type3,15283.60285,5
FDB14,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,8240.908,5
FDH50,Regular,Canned,1998,Tier 3,Medium,Supermarket Type3,16716.70065,5
FDZ02,Regular,Dairy,1998,Tier 3,Medium,Supermarket Type3,8805.92715,5
FDH05,Regular,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,20739.3056,5
FDT19,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,15532.747,5
FDW19,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,9923.61925,5
FDR51,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,13399.4897,5
FDY34,Regular,Snack Foods,1998,Tier 3,Medium,Supermarket Type3,15079.34905,5
FDP49,Regular,Breakfast,2012,Tier 1,Medium,Supermarket Type1,4906.11635,4.9
FDG35,Regular,Starchy Foods,2010,Tier 1,Small,Supermarket Type1,15665.03545,4.9
FDS52,Low Fat,Frozen Foods,1998,Tier 1,Small,Grocery Store,9250.7694,4.9
FDR21,Low Fat,Snack Foods,2010,Tier 1,Small,Supermarket Type1,16022.71425,4.9
FDQ36,Regular,Baking Goods,2010,Tier 1,Small,Supermarket Type1,3464.2282,4.9
FDE20,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,15448.90475,4.9
FDO20,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,22773.52255,4.9
FDZ20,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,23116.2379,4.9
FDK38,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,13336.54935,4.9
NCN53,Low Fat,Health and Hygiene,2011,Tier 3,Medium,Grocery Store,3040.28785,4.9
FDN04,Regular,Frozen Foods,2000,Tier 3,High,Supermarket Type1,15959.3046,4.9
NCP42,Low Fat,Household,2022,Tier 3,Medium,Supermarket Type2,17341.33895,4.9
FDY11,reg,Baking Goods,2022,Tier 3,Medium,Supermarket Type2,5867.53155,4.9
FDW28,Low Fat,Frozen Foods,1998,Tier 3,Medium,Supermarket Type3,17575.7543,4.9
NCL53,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,15830.1027,4.9
FDW57,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,16164.0277,4.8
NCN07,Low Fat,Others,2011,Tier 3,Small,Grocery Store,11924.5881,4.8
FDP28,Regular,Frozen Foods,2011,Tier 3,Small,Grocery Store,23473.4474,4.8
FDR52,Regular,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,17344.66015,4.8
FDY56,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,20388.03455,4.8
FDR36,Regular,Baking Goods,2000,Tier 3,High,Supermarket Type1,3632.14735,4.8
FDY22,Regular,Snack Foods,2020,Tier 2,Medium,Supermarket Type1,12979.1052,4.8
FDD36,Low Fat,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,10614.5191,4.8
FDP19,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,11593.9843,4.8
FDF20,Low Fat,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,17741.0562,4.8
NCB31,Low Fat,Household,2012,Tier 1,Medium,Supermarket Type1,23762.01275,4.8
DRE12,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,10079.6615,4.8
DRK01,Low Fat,Soft Drinks,2012,Tier 1,Medium,Supermarket Type1,8352.0599,4.8
FDE20,Regular,Fruits and Vegetables,2012,Tier 1,Medium,Supermarket Type1,15151.07975,4.8
FDJ34,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,11377.8536,4.8
FDH41,LF,Frozen Foods,1998,Tier 1,Small,Grocery Store,19273.19435,4.8
FDQ12,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,20757.59025,4.8
FDZ27,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,4623.95875,4.8
FDI22,Low Fat,Snack Foods,1998,Tier 1,Small,Grocery Store,19048.2733,4.8
FDW02,Regular,Dairy,1998,Tier 1,Small,Grocery Store,11395.9036,4.8
FDR15,Regular,Meat,1998,Tier 1,Small,Grocery Store,14063.78385,4.8
FDN34,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,15226.3663,4.8
NCV41,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,10155.1827,4.8
NCM19,Low Fat,Others,2010,Tier 1,Small,Supermarket Type1,10154.94805,4.8
FDP31,Regular,Fruits and Vegetables,2010,Tier 1,Small,Supermarket Type1,5867.7662,4.8
FDQ45,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,16728.8122,4.8
FDO21,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,20418.1961,4.8
FDQ24,Low Fat,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,22875.8841,4.8
FDD14,Low Fat,Canned,2015,Tier 2,Medium,Supermarket Type1,16482.05065,4.8
NCC54,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,21851.2939,4.8
FDZ40,Low Fat,Frozen Foods,2020,Tier 2,Small,Supermarket Type1,4776.91445,4.8
NCM07,Low Fat,Others,2020,Tier 2,High,Supermarket Type1,7733.5947,4.8
NCP50,Low Fat,Others,2020,Tier 2,High,Supermarket Type1,7279.72745,4.8
NCJ31,Low Fat,Others,2020,Tier 2,High,Supermarket Type1,21824.2189,4.8
FDF46,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,10458.47685,4.8
FDJ36,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,9154.3463,4.8
FDZ13,Regular,Canned,2015,Tier 2,High,Supermarket Type1,4632.98375,4.8
FDZ32,Regular,Fruits and Vegetables,2015,Tier 2,High,Supermarket Type1,9376.6501,4.8
FDY40,Regular,Frozen Foods,2020,Tier 2,High,Supermarket Type1,4347.2703,4.8
NCM06,LF,Household,2017,Tier 2,Small,Supermarket Type1,14121.0204,4.8
FDK24,Low Fat,Baking Goods,2017,Tier 2,Small,Supermarket Type1,4194.3146,4.8
NCL05,Low Fat,Health and Hygiene,2017,Tier 2,Small,Supermarket Type1,3815.49925,4.8
NCA29,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,15487.85665,4.8
NCP30,Low Fat,Household,2017,Tier 2,Small,Supermarket Type1,3617.41855,4.8
FDX58,LF,Snack Foods,2011,Tier 3,Medium,Grocery Store,16397.97375,4.8
FDW24,Low Fat,Baking Goods,2011,Tier 3,Medium,Grocery Store,4548.90685,4.8
FDH48,Low Fat,Baking Goods,2011,Tier 3,Medium,Grocery Store,7784.4235,4.8
FDF20,Low Fat,Fruits and Vegetables,2011,Tier 3,Medium,Grocery Store,17659.8312,4.8
FDE22,Low Fat,Snack Foods,2011,Tier 3,High,Grocery Store,14330.978,4.8
FDK55,Low Fat,Meat,2000,Tier 3,High,Supermarket Type1,8069.9023,4.8
FDR11,Regular,Breads,2000,Tier 3,High,Supermarket Type1,14544.49145,4.8
DRC01,Regular,Soft Drinks,2000,Tier 3,High,Supermarket Type1,4545.8203,4.8
FDE11,Regular,Starchy Foods,2000,Tier 3,High,Supermarket Type1,16650.4391,4.8
FDW50,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,14901.70095,4.8
DRJ39,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,19705.92505,4.8
FDJ46,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,15703.98735,4.8
DRD24,Low Fat,Soft Drinks,2022,Tier 3,Medium,Supermarket Type2,12726.63985,4.8
FDR20,Regular,Fruits and Vegetables,2022,Tier 3,Medium,Supermarket Type2,4185.2896,4.8
FDS33,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,8172.26385,4.8
FDK32,Regular,Fruits and Vegetables,1998,Tier 3,Medium,Supermarket Type3,13796.35505,4.8
FDO03,Regular,Meat,1998,Tier 3,Medium,Supermarket Type3,20589.2018,4.8
FDC59,Regular,Starchy Foods,1998,Tier 3,Medium,Supermarket Type3,5759.4662,4.8
FDS12,Low Fat,Baking Goods,2020,Tier 2,Small,Supermarket Type1,11510.14205,4.7
FDR21,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,15779.03925,4.7
FDT44,Low Fat,Fruits and Vegetables,2015,Tier 2,Small,Supermarket Type1,10635.65565,4.7
FDZ47,Regular,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,9016.35405,4.7
FDD08,Low Fat,Fruits and Vegetables,2000,Tier 3,High,Supermarket Type1,3515.29165,4.7
FDK02,Low Fat,Canned,2020,Tier 2,Medium,Supermarket Type1,10680.546,4.7
FDR39,LF,Meat,2012,Tier 1,Medium,Supermarket Type1,16464.2353,4.7
DRI03,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,15803.0277,4.7
FDJ52,Low Fat,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,14427.16645,4.7
NCD42,Low Fat,Health and Hygiene,2012,Tier 1,Medium,Supermarket Type1,3280.64165,4.7
FDY35,Regular,Breads,2012,Tier 1,Medium,Supermarket Type1,3965.60305,4.7
FDL13,Regular,Breakfast,2012,Tier 1,Medium,Supermarket Type1,20886.5575,4.7
FDD38,Regular,Canned,2012,Tier 1,Medium,Supermarket Type1,9013.03285,4.7
FDT26,Regular,Dairy,2012,Tier 1,Medium,Supermarket Type1,10861.046,4.7
FDE28,Regular,Frozen Foods,2012,Tier 1,Medium,Supermarket Type1,20619.1287,4.7
FDO46,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,17173.4198,4.7
FDP45,Regular,Snack Foods,2012,Tier 1,Medium,Supermarket Type1,22848.8091,4.7
DRH51,Low Fat,Dairy,1998,Tier 1,Small,Grocery Store,8085.1004,4.7
FDQ10,Low Fat,Snack Foods,1998,Tier 1,Small,Grocery Store,15526.80855,4.7
FDH52,Regular,Frozen Foods,1998,Tier 1,Small,Grocery Store,5606.27585,4.7
FDC10,Regular,Snack Foods,1998,Tier 1,Small,Grocery Store,10731.60945,4.7
FDY27,LF,Dairy,2010,Tier 1,Small,Supermarket Type1,16013.4546,4.7
FDY52,Low Fat,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,5672.5374,4.7
DRN35,Low Fat,Hard Drinks,2010,Tier 1,Small,Supermarket Type1,3389.1763,4.7
DRI47,Low Fat,Hard Drinks,2010,Tier 1,Small,Supermarket Type1,12979.1052,4.7
NCT05,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,23046.8898,4.7
NCW17,Low Fat,Health and Hygiene,2010,Tier 1,Small,Supermarket Type1,11452.67085,4.7
FDA39,Low Fat,Meat,2010,Tier 1,Small,Supermarket Type1,3635.46855,4.7
FDS25,Regular,Canned,2010,Tier 1,Small,Supermarket Type1,9812.2327,4.7
FDC16,Regular,Dairy,2010,Tier 1,Small,Supermarket Type1,7964.9235,4.7
FDN28,Regular,Frozen Foods,2010,Tier 1,Small,Supermarket Type1,9151.25975,4.7
FDW03,Regular,Meat,2010,Tier 1,Small,Supermarket Type1,9488.03665,4.7
FDJ21,Regular,Snack Foods,2010,Tier 1,Small,Supermarket Type1,12987.89555,4.7
FDD48,Low Fat,Baking Goods,2015,Tier 2,Medium,Supermarket Type1,10353.2634,4.7
FDW13,Low Fat,Canned,2015,Tier 2,Medium,Supermarket Type1,4542.4991,4.7
DRD15,Low Fat,Dairy,2015,Tier 2,Medium,Supermarket Type1,21115.26905,4.7
FDH32,Low Fat,Fruits and Vegetables,2015,Tier 2,Medium,Supermarket Type1,8712.82525,4.7
NCT05,Low Fat,Health and Hygiene,2015,Tier 2,Small,Supermarket Type1,23073.9648,4.7
NCV30,Low Fat,Household,2015,Tier 2,Small,Supermarket Type1,5536.92775,4.7
FDW10,Low Fat,Snack Foods,2020,Tier 2,High,Supermarket Type1,15779.03925,4.7
FDR36,Regular,Baking Goods,2015,Tier 2,High,Supermarket Type1,3929.97235,4.7
FDV22,Regular,Snack Foods,2015,Tier 2,High,Supermarket Type1,14256.16075,4.7
DRA59,Regular,Soft Drinks,2020,Tier 2,Medium,Supermarket Type1,16542.1391,4.7
FDI14,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,12639.4764,4.7
FDT37,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,22995.82635,4.7
FDX25,Low Fat,Canned,2017,Tier 2,Small,Supermarket Type1,16328.8603,4.7
DRH03,Low Fat,Dairy,2017,Tier 2,Small,Supermarket Type1,8267.983,4.7
FDA58,Low Fat,Snack Foods,2017,Tier 2,Small,Supermarket Type1,21388.6363,4.7
FDY35,Regular,Breads,2017,Tier 2,Small,Supermarket Type1,3974.62805,4.7
FDH05,Regular,Frozen Foods,2017,Tier 2,Small,Supermarket Type1,20874.6806,4.7
FDI41,Regular,Frozen Foods,2017,Tier 2,Small,Supermarket Type1,13162.22245,4.7
FDO20,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,22800.59755,4.7
FDC57,Regular,Fruits and Vegetables,2017,Tier 2,Small,Supermarket Type1,17452.7255,4.7
FDT27,Regular,Meat,2017,Tier 2,Small,Supermarket Type1,21015.7594,4.7
FDT34,LF,Snack Foods,2011,Tier 3,Medium,Grocery Store,9674.4751,4.7
FDK51,Low Fat,Dairy,2011,Tier 3,Medium,Grocery Store,24068.6281,4.7
FDK04,Low Fat,Frozen Foods,2011,Tier 3,Medium,Grocery Store,4987.1067,4.7
NCZ53,Low Fat,Health and Hygiene,2011,Tier 3,Medium,Grocery Store,17032.10635,4.7
FDV04,Regular,Frozen Foods,2011,Tier 3,High,Grocery Store,14135.7492,4.7
FDR22,Regular,Snack Foods,2011,Tier 3,Small,Grocery Store,10112.9096,4.7
FDO24,Low Fat,Baking Goods,2000,Tier 3,High,Supermarket Type1,14147.6261,4.7
FDQ24,Low Fat,Baking Goods,2000,Tier 3,High,Supermarket Type1,22532.9341,4.7
NCH29,Low Fat,Health and Hygiene,2000,Tier 3,High,Supermarket Type1,8652.50215,4.7
NCW54,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,5221.7567,4.7
NCP30,Low Fat,Household,2000,Tier 3,High,Supermarket Type1,3653.51855,4.7
FDQ46,Low Fat,Snack Foods,2000,Tier 3,High,Supermarket Type1,9986.5596,4.7
FDY12,Regular,Baking Goods,2000,Tier 3,High,Supermarket Type1,4440.3722,4.7
FDV38,Low Fat,Dairy,2022,Tier 3,Medium,Supermarket Type2,4909.2029,4.7
FDJ53,Low Fat,Frozen Foods,2022,Tier 3,Medium,Supermarket Type2,10848.93445,4.7
FDE22,Low Fat,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,14421.228,4.7
FDB14,Regular,Canned,2022,Tier 3,Medium,Supermarket Type2,8538.733,4.7
FDU58,Regular,Snack Foods,2022,Tier 3,Medium,Supermarket Type2,17011.20445,4.7
FDB23,Regular,Starchy Foods,2022,Tier 3,Medium,Supermarket Type2,20415.10955,4.7
FDK24,Low Fat,Baking Goods,1998,Tier 3,Medium,Supermarket Type3,4104.0646,4.7
FDW49,Low Fat,Canned,1998,Tier 3,Medium,Supermarket Type3,16235.99305,4.7
NCW53,Low Fat,Health and Hygiene,1998,Tier 3,Medium,Supermarket Type3,17374.58705,4.7
NCB18,Low Fat,Household,1998,Tier 3,Medium,Supermarket Type3,8082.01385,4.7
DRD13,Low Fat,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,5840.6912,4.7
DRF01,Low Fat,Soft Drinks,1998,Tier 3,Medium,Supermarket Type3,13231.57055,4.7
FDN48,Low Fat,Baking Goods,1998,Tier 1,Small,Grocery Store,8120.7311,4.6
FDQ49,Regular,Breakfast,1998,Tier 3,Medium,Supermarket Type3,14075.66075,4.6
DRG27,Low Fat,Dairy,2012,Tier 1,Medium,Supermarket Type1,3602.22045,4.6
FDD03,Low Fat,Dairy,2010,Tier 1,Small,Supermarket Type1,20985.8325,4.6
